Date,Time,Laptime,Laptime(ms),STATUS_MAXMIN,Idc_1(A),Idc_2(A),Idc_3(A)
2026/01/14,10:23:02,1382,1382000,NORMAL,20.353,20.183,20.261
2026/01/14,10:23:03,1383,1383000,NORMAL,20.437,20.268,20.309
2026/01/14,10:23:04,1384,1384000,NORMAL,20.339,20.431,20.161
2026/01/14,10:23:05,1385,1385000,NORMAL,20.205,20.445,20.172
2026/01/14,10:23:06,1386,1386000,NORMAL,20.292,20.45,20.093
2026/01/14,10:23:07,1387,1387000,NORMAL,20.418,20.282,20.039
2026/01/14,10:23:08,1388,1388000,NORMAL,20.206,20.253,20.208
2026/01/14,10:23:09,1389,1389000,NORMAL,20.176,20.274,20.286
2026/01/14,10:23:10,1390,1390000,NORMAL,20.091,20.531,20.366
2026/01/14,10:23:11,1391,1391000,NORMAL,20.143,20.222,20.385
2026/01/14,10:23:12,1392,1392000,NORMAL,20.472,20.173,20.276
2026/01/14,10:23:13,1393,1393000,NORMAL,20.41,20.206,20.387
2026/01/14,10:23:14,1394,1394000,NORMAL,20.243,20.498,20.421
2026/01/14,10:23:15,1395,1395000,NORMAL,20.274,20.272,20.073
2026/01/14,10:23:16,1396,1396000,NORMAL,20.246,20.304,20.09
2026/01/14,10:23:17,1397,1397000,NORMAL,20.222,20.396,20.312
2026/01/14,10:23:18,1398,1398000,NORMAL,20.097,20.325,20.039
2026/01/14,10:23:19,1399,1399000,NORMAL,20.304,20.396,20.314
2026/01/14,10:23:20,1400,1400000,NORMAL,20.363,20.361,20.169
2026/01/14,10:23:21,1401,1401000,NORMAL,20.195,20.391,20.336
2026/01/14,10:23:22,1402,1402000,NORMAL,20.172,20.321,20.214
2026/01/14,10:23:23,1403,1403000,NORMAL,20.164,20.416,20.23
2026/01/14,10:23:24,1404,1404000,NORMAL,20.214,20.479,20.225
2026/01/14,10:23:25,1405,1405000,NORMAL,20.45,20.453,20.403
2026/01/14,10:23:26,1406,1406000,NORMAL,20.28,20.402,20.271
2026/01/14,10:23:27,1407,1407000,NORMAL,20.33,20.176,20.103
2026/01/14,10:23:28,1408,1408000,NORMAL,20.238,20.24,20.196
2026/01/14,10:23:29,1409,1409000,NORMAL,20.17,20.318,20.431
2026/01/14,10:23:30,1410,1410000,NORMAL,20.479,20.307,20.327
2026/01/14,10:23:31,1411,1411000,NORMAL,20.098,20.455,20.071
2026/01/14,10:23:32,1412,1412000,NORMAL,20.2,20.322,20.3
2026/01/14,10:23:33,1413,1413000,NORMAL,20.396,20.324,20.034
2026/01/14,10:23:34,1414,1414000,NORMAL,20.178,20.399,20.33
2026/01/14,10:23:35,1415,1415000,NORMAL,20.273,20.336,20.134
2026/01/14,10:23:36,1416,1416000,NORMAL,20.345,20.165,20.263
2026/01/14,10:23:37,1417,1417000,NORMAL,20.302,20.312,20.065
2026/01/14,10:23:38,1418,1418000,NORMAL,20.346,20.177,20.034
2026/01/14,10:23:39,1419,1419000,NORMAL,20.37,20.305,20.343
2026/01/14,10:23:40,1420,1420000,NORMAL,20.417,20.51,20.174
2026/01/14,10:23:41,1421,1421000,NORMAL,20.379,20.336,20.366
2026/01/14,10:23:42,1422,1422000,NORMAL,20.431,20.195,20.274
2026/01/14,10:23:43,1423,1423000,NORMAL,20.397,20.352,20.193
2026/01/14,10:23:44,1424,1424000,NORMAL,20.232,20.37,20.364
2026/01/14,10:23:45,1425,1425000,NORMAL,20.425,20.341,20.156
2026/01/14,10:23:46,1426,1426000,NORMAL,20.444,20.261,20.192
2026/01/14,10:23:47,1427,1427000,NORMAL,20.276,20.255,20.259
2026/01/14,10:23:48,1428,1428000,NORMAL,20.298,20.229,20.321
2026/01/14,10:23:49,1429,1429000,NORMAL,20.416,20.177,20.376
2026/01/14,10:23:50,1430,1430000,NORMAL,20.353,20.266,20.045
2026/01/14,10:23:51,1431,1431000,NORMAL,20.435,20.229,20.399
2026/01/14,10:23:52,1432,1432000,NORMAL,20.352,20.23,20.217
2026/01/14,10:23:53,1433,1433000,NORMAL,20.224,20.48,20.277
2026/01/14,10:23:54,1434,1434000,NORMAL,20.424,20.346,20.109
2026/01/14,10:23:55,1435,1435000,NORMAL,20.174,20.412,20.403
2026/01/14,10:23:56,1436,1436000,NORMAL,20.458,20.481,20.426
2026/01/14,10:23:57,1437,1437000,NORMAL,20.371,20.415,20.375
2026/01/14,10:23:58,1438,1438000,NORMAL,20.322,20.251,20.368
2026/01/14,10:23:59,1439,1439000,NORMAL,20.327,20.183,20.353
2026/01/14,10:24:00,1440,1440000,NORMAL,20.154,20.288,20.383
2026/01/14,10:24:01,1441,1441000,NORMAL,20.328,20.272,20.375
2026/01/14,10:24:02,1442,1442000,NORMAL,20.119,20.313,20.21
2026/01/14,10:24:03,1443,1443000,NORMAL,20.468,20.327,20.095
2026/01/14,10:24:04,1444,1444000,NORMAL,20.122,20.435,20.213
2026/01/14,10:24:05,1445,1445000,NORMAL,20.354,20.382,20.089
2026/01/14,10:24:06,1446,1446000,NORMAL,20.188,20.378,20.3
2026/01/14,10:24:07,1447,1447000,NORMAL,20.232,20.338,20.315
2026/01/14,10:24:08,1448,1448000,NORMAL,20.114,20.373,20.407
2026/01/14,10:24:09,1449,1449000,NORMAL,20.24,20.193,20.339
2026/01/14,10:24:10,1450,1450000,NORMAL,20.205,20.217,20.207
2026/01/14,10:24:11,1451,1451000,NORMAL,20.274,20.176,20.25
2026/01/14,10:24:12,1452,1452000,NORMAL,20.484,20.264,20.125
2026/01/14,10:24:13,1453,1453000,NORMAL,20.336,20.156,20.042
2026/01/14,10:24:14,1454,1454000,NORMAL,20.432,20.258,20.306
2026/01/14,10:24:15,1455,1455000,NORMAL,20.227,20.476,20.306
2026/01/14,10:24:16,1456,1456000,NORMAL,20.093,20.493,20.317
2026/01/14,10:24:17,1457,1457000,NORMAL,20.356,20.146,20.045
2026/01/14,10:24:18,1458,1458000,NORMAL,20.155,20.452,20.124
2026/01/14,10:24:19,1459,1459000,NORMAL,20.174,20.225,20.113
2026/01/14,10:24:20,1460,1460000,NORMAL,20.367,20.253,20.228
2026/01/14,10:24:21,1461,1461000,NORMAL,20.112,20.173,20.07
2026/01/14,10:24:22,1462,1462000,NORMAL,20.142,20.321,20.043
2026/01/14,10:24:23,1463,1463000,NORMAL,20.422,20.446,20.247
2026/01/14,10:24:24,1464,1464000,NORMAL,20.123,20.461,20.309
2026/01/14,10:24:25,1465,1465000,NORMAL,20.322,20.429,20.18
2026/01/14,10:24:26,1466,1466000,NORMAL,20.222,20.435,20.217
2026/01/14,10:24:27,1467,1467000,NORMAL,20.289,20.335,20.173
2026/01/14,10:24:28,1468,1468000,NORMAL,20.475,20.26,20.436
2026/01/14,10:24:29,1469,1469000,NORMAL,20.338,20.398,20.093
2026/01/14,10:24:30,1470,1470000,NORMAL,20.459,20.219,20.174
2026/01/14,10:24:31,1471,1471000,NORMAL,20.483,20.434,20.151
2026/01/14,10:24:32,1472,1472000,NORMAL,20.483,20.32,20.212
2026/01/14,10:24:33,1473,1473000,NORMAL,20.217,20.285,20.122
2026/01/14,10:24:34,1474,1474000,NORMAL,20.218,20.433,20.225
2026/01/14,10:24:35,1475,1475000,NORMAL,20.434,20.432,20.256
2026/01/14,10:24:36,1476,1476000,NORMAL,20.203,20.532,20.251
2026/01/14,10:24:37,1477,1477000,NORMAL,20.201,20.177,20.066
2026/01/14,10:24:38,1478,1478000,NORMAL,20.44,20.346,20.396
2026/01/14,10:24:39,1479,1479000,NORMAL,20.418,20.24,20.06
2026/01/14,10:24:40,1480,1480000,NORMAL,20.149,20.188,20.252
2026/01/14,10:24:41,1481,1481000,NORMAL,20.164,20.209,20.222
2026/01/14,10:24:42,1482,1482000,NORMAL,20.461,20.189,20.359
2026/01/14,10:24:43,1483,1483000,NORMAL,20.373,20.335,20.403
2026/01/14,10:24:44,1484,1484000,NORMAL,20.297,20.381,20.296
2026/01/14,10:24:45,1485,1485000,NORMAL,20.422,20.146,20.204
2026/01/14,10:24:46,1486,1486000,NORMAL,20.115,20.28,20.425
2026/01/14,10:24:47,1487,1487000,NORMAL,20.113,20.516,20.335
2026/01/14,10:24:48,1488,1488000,NORMAL,20.404,20.347,20.351
2026/01/14,10:24:49,1489,1489000,NORMAL,20.196,20.482,20.431
2026/01/14,10:24:50,1490,1490000,NORMAL,20.404,20.511,20.313
2026/01/14,10:24:51,1491,1491000,NORMAL,20.442,20.26,20.226
2026/01/14,10:24:52,1492,1492000,NORMAL,20.464,20.169,20.224
2026/01/14,10:24:53,1493,1493000,NORMAL,20.408,20.219,20.044
2026/01/14,10:24:54,1494,1494000,NORMAL,20.296,20.305,20.317
2026/01/14,10:24:55,1495,1495000,NORMAL,20.295,20.228,20.117
2026/01/14,10:24:56,1496,1496000,NORMAL,20.125,20.179,20.102
2026/01/14,10:24:57,1497,1497000,NORMAL,20.266,20.204,20.405
2026/01/14,10:24:58,1498,1498000,NORMAL,20.321,20.274,20.172
2026/01/14,10:24:59,1499,1499000,NORMAL,20.191,20.142,20.313
2026/01/14,10:25:00,1500,1500000,NORMAL,20.261,20.374,20.284
2026/01/14,10:25:01,1501,1501000,NORMAL,20.324,20.322,20.209
2026/01/14,10:25:02,1502,1502000,NORMAL,20.255,20.156,20.208
2026/01/14,10:25:03,1503,1503000,NORMAL,20.326,20.311,20.115
2026/01/14,10:25:04,1504,1504000,NORMAL,20.309,20.149,20.099
2026/01/14,10:25:05,1505,1505000,NORMAL,20.102,20.167,20.078
2026/01/14,10:25:06,1506,1506000,NORMAL,20.403,20.274,20.367
2026/01/14,10:25:07,1507,1507000,NORMAL,20.194,20.157,20.111
2026/01/14,10:25:08,1508,1508000,NORMAL,20.439,20.508,20.311
2026/01/14,10:25:09,1509,1509000,NORMAL,20.266,20.145,20.053
2026/01/14,10:25:10,1510,1510000,NORMAL,20.319,20.142,20.406
2026/01/14,10:25:11,1511,1511000,NORMAL,20.363,20.149,20.195
2026/01/14,10:25:12,1512,1512000,NORMAL,20.174,20.541,20.215
2026/01/14,10:25:13,1513,1513000,NORMAL,20.432,20.279,20.112
2026/01/14,10:25:14,1514,1514000,NORMAL,20.487,20.18,20.331
2026/01/14,10:25:15,1515,1515000,NORMAL,20.44,20.311,20.333
2026/01/14,10:25:16,1516,1516000,NORMAL,20.092,20.219,20.358
2026/01/14,10:25:17,1517,1517000,NORMAL,20.31,20.294,20.25
2026/01/14,10:25:18,1518,1518000,NORMAL,20.338,20.454,20.42
2026/01/14,10:25:19,1519,1519000,NORMAL,20.384,20.208,20.177
2026/01/14,10:25:20,1520,1520000,NORMAL,20.099,20.324,20.247
2026/01/14,10:25:21,1521,1521000,NORMAL,20.254,20.181,20.323
2026/01/14,10:25:22,1522,1522000,NORMAL,20.418,20.292,20.34
2026/01/14,10:25:23,1523,1523000,NORMAL,20.207,20.364,20.336
2026/01/14,10:25:24,1524,1524000,NORMAL,20.42,20.226,20.241
2026/01/14,10:25:25,1525,1525000,NORMAL,20.388,20.227,20.317
2026/01/14,10:25:26,1526,1526000,NORMAL,20.424,20.46,20.242
2026/01/14,10:25:27,1527,1527000,NORMAL,20.239,20.514,20.199
2026/01/14,10:25:28,1528,1528000,NORMAL,20.411,20.273,20.218
2026/01/14,10:25:29,1529,1529000,NORMAL,20.477,20.498,20.37
2026/01/14,10:25:30,1530,1530000,NORMAL,20.173,20.207,20.091
2026/01/14,10:25:31,1531,1531000,NORMAL,20.323,20.499,20.086
2026/01/14,10:25:32,1532,1532000,NORMAL,20.168,20.515,20.283
2026/01/14,10:25:33,1533,1533000,NORMAL,20.165,20.477,20.21
2026/01/14,10:25:34,1534,1534000,NORMAL,20.254,20.143,20.344
2026/01/14,10:25:35,1535,1535000,NORMAL,20.295,20.453,20.271
2026/01/14,10:25:36,1536,1536000,NORMAL,20.192,20.309,20.269
2026/01/14,10:25:37,1537,1537000,NORMAL,20.454,20.511,20.318
2026/01/14,10:25:38,1538,1538000,NORMAL,20.165,20.265,20.369
2026/01/14,10:25:39,1539,1539000,NORMAL,20.429,20.442,20.121
2026/01/14,10:25:40,1540,1540000,NORMAL,20.408,20.339,20.404
2026/01/14,10:25:41,1541,1541000,NORMAL,20.125,20.496,20.085
2026/01/14,10:25:42,1542,1542000,NORMAL,20.337,20.217,20.189
2026/01/14,10:25:43,1543,1543000,NORMAL,20.186,20.525,20.208
2026/01/14,10:25:44,1544,1544000,NORMAL,20.199,20.301,20.28
2026/01/14,10:25:45,1545,1545000,NORMAL,20.438,20.263,20.107
2026/01/14,10:25:46,1546,1546000,NORMAL,20.322,20.191,20.112
2026/01/14,10:25:47,1547,1547000,NORMAL,20.233,20.305,20.352
2026/01/14,10:25:48,1548,1548000,NORMAL,20.387,20.52,20.198
2026/01/14,10:25:49,1549,1549000,NORMAL,20.332,20.321,20.41
2026/01/14,10:25:50,1550,1550000,NORMAL,20.476,20.378,20.106
2026/01/14,10:25:51,1551,1551000,NORMAL,20.43,20.482,20.313
2026/01/14,10:25:52,1552,1552000,NORMAL,20.437,20.386,20.233
2026/01/14,10:25:53,1553,1553000,NORMAL,20.424,20.343,20.324
2026/01/14,10:25:54,1554,1554000,NORMAL,20.462,20.476,20.172
2026/01/14,10:25:55,1555,1555000,NORMAL,20.408,20.256,20.046
2026/01/14,10:25:56,1556,1556000,NORMAL,20.329,20.17,20.112
2026/01/14,10:25:57,1557,1557000,NORMAL,20.26,20.379,20.176
2026/01/14,10:25:58,1558,1558000,NORMAL,20.164,20.33,20.302
2026/01/14,10:25:59,1559,1559000,NORMAL,20.232,20.338,20.177
2026/01/14,10:26:00,1560,1560000,NORMAL,20.164,20.338,20.175
2026/01/14,10:26:01,1561,1561000,NORMAL,20.481,20.433,20.079
2026/01/14,10:26:02,1562,1562000,NORMAL,20.27,20.169,20.151
2026/01/14,10:26:03,1563,1563000,NORMAL,20.291,20.216,20.264
2026/01/14,10:26:04,1564,1564000,NORMAL,20.122,20.201,20.114
2026/01/14,10:26:05,1565,1565000,NORMAL,20.348,20.162,20.061
2026/01/14,10:26:06,1566,1566000,NORMAL,20.292,20.295,20.219
2026/01/14,10:26:07,1567,1567000,NORMAL,20.387,20.456,20.272
2026/01/14,10:26:08,1568,1568000,NORMAL,20.346,20.382,20.236
2026/01/14,10:26:09,1569,1569000,NORMAL,20.157,20.357,20.379
2026/01/14,10:26:10,1570,1570000,NORMAL,20.472,20.459,20.141
2026/01/14,10:26:11,1571,1571000,NORMAL,20.336,20.325,20.053
2026/01/14,10:26:12,1572,1572000,NORMAL,20.108,20.267,20.32
2026/01/14,10:26:13,1573,1573000,NORMAL,20.221,20.208,20.363
2026/01/14,10:26:14,1574,1574000,NORMAL,20.347,20.147,20.153
2026/01/14,10:26:15,1575,1575000,NORMAL,20.238,20.43,20.117
2026/01/14,10:26:16,1576,1576000,NORMAL,20.252,20.147,20.249
2026/01/14,10:26:17,1577,1577000,NORMAL,20.211,20.308,20.193
2026/01/14,10:26:18,1578,1578000,NORMAL,20.131,20.227,20.167
2026/01/14,10:26:19,1579,1579000,NORMAL,20.47,20.345,20.25
2026/01/14,10:26:20,1580,1580000,NORMAL,20.219,20.285,20.116
2026/01/14,10:26:21,1581,1581000,NORMAL,20.489,20.302,20.122
2026/01/14,10:26:22,1582,1582000,NORMAL,20.24,20.339,20.198
2026/01/14,10:26:23,1583,1583000,NORMAL,20.274,20.455,20.409
2026/01/14,10:26:24,1584,1584000,NORMAL,20.137,20.479,20.302
2026/01/14,10:26:25,1585,1585000,NORMAL,20.097,20.473,20.255
2026/01/14,10:26:26,1586,1586000,NORMAL,20.16,20.544,20.384
2026/01/14,10:26:27,1587,1587000,NORMAL,20.2,20.508,20.135
2026/01/14,10:26:28,1588,1588000,NORMAL,20.113,20.216,20.241
2026/01/14,10:26:29,1589,1589000,NORMAL,20.35,20.192,20.21
2026/01/14,10:26:30,1590,1590000,NORMAL,20.47,20.43,20.276
2026/01/14,10:26:31,1591,1591000,NORMAL,20.149,20.217,20.346
2026/01/14,10:26:32,1592,1592000,NORMAL,20.464,20.271,20.317
2026/01/14,10:26:33,1593,1593000,NORMAL,20.122,20.315,20.106
2026/01/14,10:26:34,1594,1594000,NORMAL,20.377,20.312,20.2
2026/01/14,10:26:35,1595,1595000,NORMAL,20.285,20.381,20.42
2026/01/14,10:26:36,1596,1596000,NORMAL,20.244,20.35,20.143
2026/01/14,10:26:37,1597,1597000,NORMAL,20.444,20.517,20.23
2026/01/14,10:26:38,1598,1598000,NORMAL,20.238,20.398,20.11
2026/01/14,10:26:39,1599,1599000,NORMAL,20.362,20.177,20.295
2026/01/14,10:26:40,1600,1600000,NORMAL,20.334,20.256,20.154
2026/01/14,10:26:41,1601,1601000,NORMAL,20.118,20.193,20.353
2026/01/14,10:26:42,1602,1602000,NORMAL,20.203,20.322,20.162
2026/01/14,10:26:43,1603,1603000,NORMAL,20.118,20.351,20.201
2026/01/14,10:26:44,1604,1604000,NORMAL,20.463,20.539,20.106
2026/01/14,10:26:45,1605,1605000,NORMAL,20.402,20.433,20.203
2026/01/14,10:26:46,1606,1606000,NORMAL,20.327,20.488,20.231
2026/01/14,10:26:47,1607,1607000,NORMAL,20.357,20.375,20.428
2026/01/14,10:26:48,1608,1608000,NORMAL,20.329,20.423,20.152
2026/01/14,10:26:49,1609,1609000,NORMAL,20.198,20.209,20.338
2026/01/14,10:26:50,1610,1610000,NORMAL,20.489,20.358,20.069
2026/01/14,10:26:51,1611,1611000,NORMAL,20.43,20.209,20.051
2026/01/14,10:26:52,1612,1612000,NORMAL,20.271,20.521,20.315
2026/01/14,10:26:53,1613,1613000,NORMAL,20.097,20.36,20.32
2026/01/14,10:26:54,1614,1614000,NORMAL,20.382,20.297,20.053
2026/01/14,10:26:55,1615,1615000,NORMAL,20.148,20.155,20.407
2026/01/14,10:26:56,1616,1616000,NORMAL,20.261,20.334,20.356
2026/01/14,10:26:57,1617,1617000,NORMAL,20.181,20.301,20.131
2026/01/14,10:26:58,1618,1618000,NORMAL,20.436,20.277,20.233
2026/01/14,10:26:59,1619,1619000,NORMAL,20.314,20.16,20.424
2026/01/14,10:27:00,1620,1620000,NORMAL,20.427,20.437,20.306
2026/01/14,10:27:01,1621,1621000,NORMAL,20.44,20.411,20.229
2026/01/14,10:27:02,1622,1622000,NORMAL,20.447,20.245,20.2
2026/01/14,10:27:03,1623,1623000,NORMAL,20.137,20.204,20.261
2026/01/14,10:27:04,1624,1624000,NORMAL,20.137,20.478,20.119
2026/01/14,10:27:05,1625,1625000,NORMAL,20.271,20.465,20.146
2026/01/14,10:27:06,1626,1626000,NORMAL,20.239,20.222,20.389
2026/01/14,10:27:07,1627,1627000,NORMAL,20.374,20.159,20.315
2026/01/14,10:27:08,1628,1628000,NORMAL,20.307,20.423,20.193
2026/01/14,10:27:09,1629,1629000,NORMAL,20.164,20.447,20.221
2026/01/14,10:27:10,1630,1630000,NORMAL,20.191,20.301,20.425
2026/01/14,10:27:11,1631,1631000,NORMAL,20.416,20.416,20.248
2026/01/14,10:27:12,1632,1632000,NORMAL,20.102,20.173,20.181
2026/01/14,10:27:13,1633,1633000,NORMAL,20.387,20.439,20.098
2026/01/14,10:27:14,1634,1634000,NORMAL,20.168,20.359,20.063
2026/01/14,10:27:15,1635,1635000,NORMAL,20.214,20.364,20.257
2026/01/14,10:27:16,1636,1636000,NORMAL,20.399,20.544,20.162
2026/01/14,10:27:17,1637,1637000,NORMAL,20.101,20.25,20.193
2026/01/14,10:27:18,1638,1638000,NORMAL,20.401,20.533,20.094
2026/01/14,10:27:19,1639,1639000,NORMAL,20.254,20.411,20.385
2026/01/14,10:27:20,1640,1640000,NORMAL,20.155,20.337,20.329
2026/01/14,10:27:21,1641,1641000,NORMAL,20.456,20.225,20.182
2026/01/14,10:27:22,1642,1642000,NORMAL,20.098,20.198,20.209
2026/01/14,10:27:23,1643,1643000,NORMAL,20.373,20.355,20.165
2026/01/14,10:27:24,1644,1644000,NORMAL,20.152,20.345,20.238
2026/01/14,10:27:25,1645,1645000,NORMAL,20.24,20.456,20.127
2026/01/14,10:27:26,1646,1646000,NORMAL,20.275,20.433,20.271
2026/01/14,10:27:27,1647,1647000,NORMAL,20.423,20.237,20.054
2026/01/14,10:27:28,1648,1648000,NORMAL,20.454,20.263,20.248
2026/01/14,10:27:29,1649,1649000,NORMAL,20.366,20.474,20.294
2026/01/14,10:27:30,1650,1650000,NORMAL,20.276,20.546,20.089
2026/01/14,10:27:31,1651,1651000,NORMAL,20.47,20.23,20.371
2026/01/14,10:27:32,1652,1652000,NORMAL,20.411,20.505,20.287
2026/01/14,10:27:33,1653,1653000,NORMAL,20.357,20.396,20.117
2026/01/14,10:27:34,1654,1654000,NORMAL,20.359,20.416,20.148
2026/01/14,10:27:35,1655,1655000,NORMAL,20.461,20.283,20.439
2026/01/14,10:27:36,1656,1656000,NORMAL,20.339,20.42,20.422
2026/01/14,10:27:37,1657,1657000,NORMAL,20.155,20.243,20.446
2026/01/14,10:27:38,1658,1658000,NORMAL,20.192,20.518,20.08
2026/01/14,10:27:39,1659,1659000,NORMAL,20.303,20.434,20.422
2026/01/14,10:27:40,1660,1660000,NORMAL,20.214,20.344,20.396
2026/01/14,10:27:41,1661,1661000,NORMAL,20.348,20.243,20.131
2026/01/14,10:27:42,1662,1662000,NORMAL,20.135,20.39,20.117
2026/01/14,10:27:43,1663,1663000,NORMAL,20.488,20.224,20.296
2026/01/14,10:27:44,1664,1664000,NORMAL,20.372,20.201,20.365
2026/01/14,10:27:45,1665,1665000,NORMAL,20.43,20.492,20.083
2026/01/14,10:27:46,1666,1666000,NORMAL,20.277,20.364,20.219
2026/01/14,10:27:47,1667,1667000,NORMAL,20.222,20.415,20.215
2026/01/14,10:27:48,1668,1668000,NORMAL,20.312,20.398,20.054
2026/01/14,10:27:49,1669,1669000,NORMAL,20.231,20.249,20.051
2026/01/14,10:27:50,1670,1670000,NORMAL,20.174,20.24,20.245
2026/01/14,10:27:51,1671,1671000,NORMAL,20.266,20.386,20.16
2026/01/14,10:27:52,1672,1672000,NORMAL,20.26,20.245,20.416
2026/01/14,10:27:53,1673,1673000,NORMAL,20.271,20.326,20.351
2026/01/14,10:27:54,1674,1674000,NORMAL,20.315,20.189,20.414
2026/01/14,10:27:55,1675,1675000,NORMAL,20.467,20.541,20.141
2026/01/14,10:27:56,1676,1676000,NORMAL,20.337,20.214,20.387
2026/01/14,10:27:57,1677,1677000,NORMAL,20.177,20.436,20.433
2026/01/14,10:27:58,1678,1678000,NORMAL,20.285,20.292,20.423
2026/01/14,10:27:59,1679,1679000,NORMAL,20.432,20.37,20.137
2026/01/14,10:28:00,1680,1680000,NORMAL,20.215,20.379,20.232
2026/01/14,10:28:01,1681,1681000,NORMAL,20.277,20.187,20.18
2026/01/14,10:28:02,1682,1682000,NORMAL,20.246,20.42,20.22
2026/01/14,10:28:03,1683,1683000,NORMAL,20.45,20.272,20.371
2026/01/14,10:28:04,1684,1684000,NORMAL,20.214,20.441,20.221
2026/01/14,10:28:05,1685,1685000,NORMAL,20.178,20.224,20.23
2026/01/14,10:28:06,1686,1686000,NORMAL,20.448,20.508,20.209
2026/01/14,10:28:07,1687,1687000,NORMAL,20.251,20.183,20.368
2026/01/14,10:28:08,1688,1688000,NORMAL,20.16,20.272,20.118
2026/01/14,10:28:09,1689,1689000,NORMAL,20.485,20.353,20.268
2026/01/14,10:28:10,1690,1690000,NORMAL,20.437,20.465,20.228
2026/01/14,10:28:11,1691,1691000,NORMAL,20.32,20.165,20.312
2026/01/14,10:28:12,1692,1692000,NORMAL,20.276,20.295,20.372
2026/01/14,10:28:13,1693,1693000,NORMAL,20.497,20.322,20.161
2026/01/14,10:28:14,1694,1694000,NORMAL,20.124,20.413,20.359
2026/01/14,10:28:15,1695,1695000,NORMAL,20.397,20.386,20.338
2026/01/14,10:28:16,1696,1696000,NORMAL,20.393,20.329,20.208
2026/01/14,10:28:17,1697,1697000,NORMAL,20.32,20.377,20.344
2026/01/14,10:28:18,1698,1698000,NORMAL,20.221,20.378,20.238
2026/01/14,10:28:19,1699,1699000,NORMAL,20.39,20.515,20.445
2026/01/14,10:28:20,1700,1700000,NORMAL,20.164,20.386,20.103
2026/01/14,10:28:21,1701,1701000,NORMAL,20.43,20.479,20.393
2026/01/14,10:28:22,1702,1702000,NORMAL,20.356,20.385,20.116
2026/01/14,10:28:23,1703,1703000,NORMAL,20.376,20.246,20.244
2026/01/14,10:28:24,1704,1704000,NORMAL,20.266,20.163,20.307
2026/01/14,10:28:25,1705,1705000,NORMAL,20.458,20.334,20.052
2026/01/14,10:28:26,1706,1706000,NORMAL,20.31,20.48,20.074
2026/01/14,10:28:27,1707,1707000,NORMAL,20.294,20.32,20.327
2026/01/14,10:28:28,1708,1708000,NORMAL,20.215,20.202,20.052
2026/01/14,10:28:29,1709,1709000,NORMAL,20.102,20.448,20.146
2026/01/14,10:28:30,1710,1710000,NORMAL,20.364,20.425,20.197
2026/01/14,10:28:31,1711,1711000,NORMAL,20.481,20.543,20.305
2026/01/14,10:28:32,1712,1712000,NORMAL,20.254,20.421,20.418
2026/01/14,10:28:33,1713,1713000,NORMAL,20.2,20.432,20.319
2026/01/14,10:28:34,1714,1714000,NORMAL,20.444,20.526,20.151
2026/01/14,10:28:35,1715,1715000,NORMAL,20.244,20.399,20.378
2026/01/14,10:28:36,1716,1716000,NORMAL,20.291,20.543,20.298
2026/01/14,10:28:37,1717,1717000,NORMAL,20.19,20.402,20.154
2026/01/14,10:28:38,1718,1718000,NORMAL,20.116,20.259,20.259
2026/01/14,10:28:39,1719,1719000,NORMAL,20.274,20.388,20.282
2026/01/14,10:28:40,1720,1720000,NORMAL,20.371,20.18,20.246
2026/01/14,10:28:41,1721,1721000,NORMAL,20.249,20.384,20.242
2026/01/14,10:28:42,1722,1722000,NORMAL,20.493,20.229,20.14
2026/01/14,10:28:43,1723,1723000,NORMAL,20.237,20.204,20.277
2026/01/14,10:28:44,1724,1724000,NORMAL,20.271,20.279,20.309
2026/01/14,10:28:45,1725,1725000,NORMAL,20.38,20.42,20.077
2026/01/14,10:28:46,1726,1726000,NORMAL,20.489,20.465,20.325
2026/01/14,10:28:47,1727,1727000,NORMAL,20.25,20.32,20.374
2026/01/14,10:28:48,1728,1728000,NORMAL,20.201,20.452,20.448
2026/01/14,10:28:49,1729,1729000,NORMAL,20.328,20.469,20.349
2026/01/14,10:28:50,1730,1730000,NORMAL,20.474,20.244,20.195
2026/01/14,10:28:51,1731,1731000,NORMAL,20.499,20.303,20.359
2026/01/14,10:28:52,1732,1732000,NORMAL,20.439,20.298,20.264
2026/01/14,10:28:53,1733,1733000,NORMAL,20.166,20.314,20.277
2026/01/14,10:28:54,1734,1734000,NORMAL,20.449,20.499,20.285
2026/01/14,10:28:55,1735,1735000,NORMAL,20.165,20.31,20.274
2026/01/14,10:28:56,1736,1736000,NORMAL,20.457,20.537,20.066
2026/01/14,10:28:57,1737,1737000,NORMAL,20.158,20.196,20.21
2026/01/14,10:28:58,1738,1738000,NORMAL,20.46,20.471,20.159
2026/01/14,10:28:59,1739,1739000,NORMAL,20.307,20.517,20.065
2026/01/14,10:29:00,1740,1740000,NORMAL,20.332,20.278,20.124
2026/01/14,10:29:01,1741,1741000,NORMAL,20.217,20.158,20.084
2026/01/14,10:29:02,1742,1742000,NORMAL,20.126,20.184,20.258
2026/01/14,10:29:03,1743,1743000,NORMAL,20.354,20.44,20.069
2026/01/14,10:29:04,1744,1744000,NORMAL,20.443,20.194,20.153
2026/01/14,10:29:05,1745,1745000,NORMAL,20.159,20.489,20.211
2026/01/14,10:29:06,1746,1746000,NORMAL,20.332,20.487,20.066
2026/01/14,10:29:07,1747,1747000,NORMAL,20.399,20.537,20.297
